Panic disorder,"Palpitations, Sweating, Trembling, Shortness of breath, Fear of losing control, Dizziness","Antidepressant medications, Cognitive Behavioral Therapy, Relaxation Techniques"
Cellulitis,"Redness, Pain, tenderness, Swelling, Skin changes, Lymph node enlargement","Antibiotics, Warm compresses, Immobilization, Rest, Pain management"
Eye alignment disorder,"Double vision, Eye fatigue, Poor depth perception, Head tilting","Glasses, Patching therapy, Vision therapy, Botox injections, Surgical intervention"
Headache after lumbar puncture,"Throbbing headache, Worsening pain when upright, Relief when lying down","Epidural blood patch, Conservative measures, Hydration, Caffeine"
Pyloric stenosis,"Persistent hunger, Weight loss, Dehydration, Visible peristalsis, Palpable mass, Fussiness","Ultrasound, Blood tests, Pyloromyotomy"
Adenoid cystic carcinoma,"Lump, Swelling, Facial numbness, Tingling","Surgery, Radiation therapy"
Pleomorphic adenoma,"Painless lump or swelling, Facial changes","Surgical excision"
Warthin tumor,"Painless lump or swelling, Facial changes","Surgical excision"
Mucoepidermoid carcinoma,"Lump, Swelling, Difficulty, Pain when swallowing and speaking, Facial weakness, Facial paralysis","Surgery, Radiation therapy"
Acinic cell carcinoma,"Lump, Swelling, Facial changes","Surgery, Radiation therapy"
Mucocele,"Painless fluid-filled swelling in the oral cavity","Observation, Surgical removal if necessary"
Osteochondrosis,"Joint pain, Stiffness, Swelling, Reduced range of motion","Physical therapy, Pain medications, Rest, Surgery"
Sialolithiasis,"Swelling, Pain, Tenderness, Difficulty eating","Warm compresses, Saliva stimulation, Sialagogues, Stone removal"
Submandibular stones,"Swelling, Pain, Dry mouth, Bad taste","Hydration, Saliva stimulation, Stone removal"
Parotid stones,"Swelling, Pain, Dry mouth, Bad taste","Hydration, Saliva stimulation, Stone removal"
Recurrent salivary stones,"Frequent episodes of stone formation","Hydration, Saliva stimulation, Stone removal"
Wharton's duct stones,"Swelling, Pain, Dry mouth, Bad taste","Hydration, Saliva stimulation, Stone removal"
Mumps,"Swollen salivary glands (usually parotid), Fever, Headache, Fatigue","Supportive care, Pain relievers, Isolation"
Influenza,"Fever, Chills, Muscle aches, Fatigue, Cough, Headache","Rest, Fluids, Antiviral medications, Analgesics"
Pneumonia,"Cough, Chest pain, Difficulty breathing, Fever, Fatigue","Antibiotics, Rest, Hydration, Oxygen therapy"
Bronchitis,"Persistent cough, Mucus production, Wheezing, Chest discomfort","Rest, Hydration, Bronchodilators, Cough suppressants"
Asthma,"Wheezing, Shortness of breath, Chest tightness, Coughing","Inhalers, Bronchodilators, Corticosteroids, Avoidance of triggers"
Chronic obstructive pulmonary disease,"Shortness of breath, Chronic cough, Wheezing, Fatigue","Bronchodilators, Inhaled steroids, Pulmonary rehabilitation, Oxygen therapy"
Pulmonary embolism,"Sudden shortness of breath, Chest pain, Rapid heart rate, Cough, Leg pain","Anticoagulants, Thrombolytics, Inferior vena cava filter"
Deep vein thrombosis,"Leg pain, Swelling, Warmth, Redness","Anticoagulants, Compression stockings, Elevation"
Hypertension,"Usually asymptomatic, Headaches, Dizziness, Blurred vision","Lifestyle modifications, Diuretics, ACE inhibitors, Beta-blockers"
Hypotension,"Dizziness, Fainting, Fatigue, Blurred vision","Fluid intake, Salt intake adjustment, Medications"
Myocardial infarction,"Chest pain, Shortness of breath, Nausea, Sweating, Anxiety","Emergency medical care, Thrombolytics, Angioplasty, Stents"
Angina,"Chest pressure, Pain, Shortness of breath, Nausea","Nitroglycerin, Beta-blockers, Calcium channel blockers, Lifestyle changes"
Atrial fibrillation,"Palpitations, Shortness of breath, Fatigue, Dizziness","Antiarrhythmics, Anticoagulants, Cardioversion, Ablation"
Ventricular tachycardia,"Palpitations, Dizziness, Shortness of breath, Chest pain","Antiarrhythmics, Cardioversion, Implantable defibrillator"
Heart failure,"Shortness of breath, Fatigue, Swelling in legs, Rapid heart rate","Diuretics, ACE inhibitors, Beta-blockers, Lifestyle changes"
Pericarditis,"Chest pain, Friction rub, Fever, Fatigue","Anti-inflammatory drugs, Colchicine, Corticosteroids"
Endocarditis,"Fever, Fatigue, Heart murmur, Night sweats, Joint pain","Antibiotics, Surgery (valve replacement)"
Rheumatic heart disease,"Heart murmur, Chest pain, Shortness of breath, Fatigue","Antibiotics, Heart valve surgery, Heart failure management"
Mitral valve prolapse,"Heart murmur, Palpitations, Chest pain, Fatigue","Observation, Beta-blockers, Surgical repair if severe"
Aortic stenosis,"Chest pain, Shortness of breath, Fatigue, Fainting","Valve replacement surgery, Balloon valvuloplasty"
Gastroesophageal reflux disease,"Heartburn, Regurgitation, Chest pain, Difficulty swallowing","Proton pump inhibitors, H2 blockers, Lifestyle changes"
Peptic ulcer disease,"Abdominal pain, Bloating, Heartburn, Nausea, Vomiting","Antibiotics (for H. pylori), Proton pump inhibitors, Avoidance of NSAIDs"
Gastritis,"Abdominal pain, Nausea, Vomiting, Bloating, Indigestion","Antacids, Proton pump inhibitors, Avoiding irritants"
Irritable bowel syndrome,"Abdominal pain, Bloating, Gas, Diarrhea, Constipation","Dietary changes, Stress management, Antispasmodics, Fiber supplements"
Inflammatory bowel disease,"Abdominal pain, Diarrhea, Weight loss, Fatigue, Blood in stool","Anti-inflammatory drugs, Immunosuppressants, Biologics, Surgery"
Crohn's disease,"Abdominal pain, Diarrhea, Weight loss, Fatigue, Mouth sores","Corticosteroids, Immunomodulators, Biologics, Surgery"
Ulcerative colitis,"Abdominal pain, Bloody diarrhea, Urgency to defecate, Fatigue","Anti-inflammatory drugs, Immunosuppressants, Biologics, Surgery"
Diverticulitis,"Lower left abdominal pain, Fever, Nausea, Change in bowel habits","Antibiotics, Liquid diet, Pain relievers, Surgery in severe cases"
Appendicitis,"Right lower abdominal pain, Nausea, Vomiting, Fever","Appendectomy, Antibiotics"
Cholecystitis,"Right upper abdominal pain, Fever, Nausea, Vomiting","Antibiotics, Cholecystectomy, Pain management"
Cholelithiasis,"Right upper abdominal pain, Nausea, Vomiting, Back pain","Cholecystectomy, Pain management, ERCP for stone removal"
Pancreatitis,"Severe abdominal pain, Nausea, Vomiting, Fever","IV fluids, Pain management, Treating underlying cause"
Hepatitis,"Jaundice, Fatigue, Abdominal pain, Dark urine, Nausea","Rest, Hydration, Antiviral medications, Liver transplant in severe cases"
Cirrhosis,"Jaundice, Ascites, Edema, Easy bruising, Fatigue","Treating underlying cause, Medications to reduce complications, Liver transplant"
Non-alcoholic fatty liver disease,"Usually asymptomatic, Fatigue, Right upper abdominal discomfort","Weight loss, Management of diabetes and cholesterol, Vitamin E"
Alcoholic liver disease,"Jaundice, Ascites, Edema, Confusion, Bleeding tendencies","Alcohol abstinence, Nutritional support, Medications for complications"
Acute kidney injury,"Decreased urine output, Fluid retention, Fatigue, Confusion","Treating underlying cause, Dialysis if severe, Fluid and electrolyte management"
Chronic kidney disease,"Fatigue, Swelling, High blood pressure, Anemia, Bone disease","Medications for complications, Dialysis, Kidney transplant"
Nephrotic syndrome,"Edema, Proteinuria, Hypoalbuminemia, Hyperlipidemia","Corticosteroids, Immunosuppressants, Diuretics, ACE inhibitors"
Glomerulonephritis,"Hematuria, Proteinuria, Edema, Hypertension","Corticosteroids, Immunosuppressants, Managing blood pressure"
Urinary tract infection,"Painful urination, Frequency, Urgency, Cloudy urine","Antibiotics, Hydration, Pain relievers"
Pyelonephritis,"Flank pain, Fever, Chills, Nausea, Vomiting","Antibiotics, Hydration, Pain relievers"
Kidney stones,"Severe pain, Blood in urine, Nausea, Vomiting","Pain management, Hydration, Lithotripsy, Surgical removal"
Benign prostatic hyperplasia,"Urinary frequency, Urgency, Weak stream, Nocturia","Alpha-blockers, 5-alpha reductase inhibitors, Surgery"
Prostate cancer,"Urinary problems, Blood in urine or semen, Erectile dysfunction, Bone pain","Surgery, Radiation therapy, Hormone therapy, Chemotherapy"
Bladder cancer,"Blood in urine, Frequent urination, Painful urination","Surgery, Immunotherapy, Chemotherapy, Radiation therapy"
Testicular cancer,"Painless testicular lump, Heaviness in scrotum, Aching in lower abdomen","Surgery, Radiation therapy, Chemotherapy"
Ovarian cancer,"Abdominal bloating, Pelvic pain, Difficulty eating, Urinary symptoms","Surgery, Chemotherapy, Targeted therapy"
Cervical cancer,"Abnormal vaginal bleeding, Pain during sex, Pelvic pain, Vaginal discharge","Surgery, Radiation therapy, Chemotherapy"
Endometriosis,"Painful periods, Pain during intercourse, Chronic pelvic pain, Infertility","Pain medications, Hormone therapy, Surgery"
Uterine fibroids,"Heavy menstrual bleeding, Pelvic pressure, Frequent urination, Back pain","Medications, Uterine artery embolization, Surgery"
Polycystic ovary syndrome,"Irregular periods, Excess hair growth, Acne, Weight gain","Hormonal birth control, Anti-androgens, Metformin, Lifestyle changes"
Pelvic inflammatory disease,"Lower abdominal pain, Fever, Abnormal vaginal discharge, Painful intercourse","Antibiotics, Pain relievers, Hospitalization in severe cases"
Breast cancer,"Breast lump, Skin changes, Nipple discharge, Breast pain","Surgery, Radiation therapy, Chemotherapy, Hormone therapy"
Mastitis,"Breast pain, Swelling, Redness, Fever, Malaise","Antibiotics, Pain relievers, Continued breastfeeding or pumping"
Hypothyroidism,"Fatigue, Weight gain, Cold intolerance, Constipation, Dry skin","Thyroid hormone replacement therapy"
Hyperthyroidism,"Weight loss, Heat intolerance, Anxiety, Tremors, Increased heart rate","Anti-thyroid medications, Radioactive iodine, Surgery"
Cushing's syndrome,"Weight gain, Fatty tissue deposits, Purple stretch marks, Thinning skin","Treating underlying cause, Surgery, Medications"
